text,label,nb_label
Your success deserves a P 888 bonus! Access the official site now to claim your reward: https://plus7776.com/?id=968441487,"Gambling, Phishing",Spam
Verify your PNB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-105772,Bank Scam,Spam
Pinapasabi ni mama uwi ka na daw,Ham,Ham
"<REAL NAME>, Experience the thrill of W+ and get .6% UNLIMITED DAILY REBATE + PHP 66,000 BONUS! VIP URL: wplusjoin1.com",General Spam,Spam
"You have successfully added 550.00 PHP to your Coins wallet. You can use it to buy load, transfer money, shop online, and more!",Ham,Ham
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",General Spam,Spam
"Part-time Job hiring! Amazon PH is looking for staff. Earn P10,000 weekly daily. Apply: bit.ly/secure-ph-804186",Phishing,Spam
1000% Luck bonus on ‚Ç±1000 balance. Register: play72.tw/Snuf,General Spam,Spam
Lose yourself in the magic of the forest with Samsung Galaxy S23+ 5G! Get a 130% bonus up to P1000. Go to GJPfeast.eu and uncover hidden treasures!,General Spam,Spam
Claim your FREEBIE of 180 mins of calls to Globe/TM valid for 2 days now! Simply load at least P50 one time before 01/13/2024. REF#: FGRN18,Ham,Ham
Are you joining the seminar at the auditorium later?,Ham,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-943549 to avoid deactivation.,Gambling,Spam
Answer this quick survey: Did the app crash? Let us know and get rewards. Claim your prize now.,Phishing,Spam
26/11 02:14: P60.00 loaded to 09129094503 from xxxxxxxx2785 for 1 year. Ref:AKQ03CMWRY. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
"Your One-Time Password (OTP) is 717184, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.884678",Ham,Ham
"good morning po, update ko lang po sahod ko for june 1-15, dumating na po kasi yung june 16-30 pero yung june 1-15 wala pa po. Thank you po",Ham,Ham
New member bonus from SUREWIN! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-539287,"Bank Scam, Gambling",Spam
"Your One-Time PIN is 305124. DO NOT SHARE THIS WITH ANYONE. If you did not request for an OTP, pls call BDO at (02)631-8000. Ref No 913088",Ham,Ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,Phishing,Spam
"Fair enough, anything going on?",Ham,Ham
"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! Panaloka.buzz","Gambling, Phishing",Spam
"Man, nanalo lang ako ng P128371. Maligayang Pasko!  78sa1k.bid",General Spam,Spam
FREE DATA MB 48822.53 Exp: 05Sep2024 11:37PM Shareable Data MB: 2117.54 Exp: 05Sep2024 08:17PM,Ham,Ham
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,General Spam,Spam
Ur the lucky winner of NMAX Motorcycle from SM Supermalls. Valid for 24hrs. Pls call 09269873011.,Phishing,Spam
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,General Spam,Spam
12/06 11:09: P50.00 loaded to 09129094503 for 1 year. Ref:9FC751XLN9. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Part-time Job hiring! YouTube Liker is looking for staff. Earn 500-1500 daily. Apply: bit.ly/secure-ph-456265,Phishing,Spam
DITO-GIFT: Free 1GB data for 2 days. Claim your gift here: bit.ly/dito-free-data,Phishing,Spam
"Yeah sure, give me a couple minutes to track down my wallet",Ham,Ham
Easy money! Like and follow for Remote Staff and get 155 daily. Apply now: wa.me/639825409473,Phishing,Spam
BOSS! 777CASINO na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: flash-parcel-tracking.net,"Bank Scam, Gambling",Spam
Use 979852 for two-factor authentication on Facebook.,Ham,Ham
joke lang paki bigay sa kapitbahay,Ham,Ham
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",General Spam,Spam
"You have received P525.85 of GCash from Paypal w/ MSG: 1BT76669G8824614F. Your new balance is P569.97 03-27-23 11:34 AM. Ref no. 0008946329655. Use now to buy load, purchase items, send money, pay bills and a lot more!",Ham,Ham
"NEVER SHARE YOUR OTP especially on social media and SMS or email links. GCash will only need your MPIN or OTP when using the GCash App. Your OTP to link your device is 918751. If this was not you, please ignore. yyAfcYn/qSW.",Ham,Ham
"NEVER SHARE YOUR OTP especially on social media and SMS or email links. GCash will only need your MPIN or OTP when using the GCash App. Your OTP to link your device is 795733. If this was not you, please ignore. yyAfcYn/qSW.",Ham,Ham
"Suki, na-miss ka namin! Balik ka na dahil soon ay mas pabibilisin namin ang pag-login sa PalawanPay gamit ang Quick PIN!",Ham,Ham
"Welcome back! In case you missed it, you can now get more with your P59 with GO59. Enjoy 5GB + FREE 1GB of data & unlitext to all networks, valid for 3 days. To register, just text GO59 to 8080. REF#: FGRWBL1",Ham,Ham
fbpm.*C*od.eÇo  728252,General Spam,Spam
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha: cxbz.de,Gambling,Spam
Part-time Job hiring! Data Encoder is looking for staff. Earn 1k-3k daily. Apply: bit.ly/secure-ph-439754,Phishing,Spam
Thank you for going through the KYC process Ref No. 10061290945031624373862526. Please ensure that your registration details are true and complete to avoid deactivation of your account.,Ham,Ham
Saan ka? Ibabalik ko yung ukelele ni Jahred,Ham,Ham
"Upon review of a previous transaction, we have now credited P155.00 to your account.Your new balance is P257.00. Ref. No. 0003729923221.",Ham,Ham
JILI-KING: New game unlocked! Free credits for new players: jili-king-casino.ph,Gambling,Spam
"832557 is your authentication code. For your protection, do not share this code with anyone. yyAfcYn/qSW",Ham,Ham
"Claim Saturday 999p bonus on WinningPlus! Ready for PayDay Bonanza with 999p bonus on Feb 25! Spin Fa Cai Wheel to win Yamaha Nmax, TV & More at WinPlusph4.icu",Gambling,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-695218,Phishing,Spam
Part-time Job hiring! Telegram Task is looking for staff. Earn flexible pay daily. Apply: bit.ly/secure-ph-755117,Phishing,Spam
"Magdeposito ng 100P, makakuha ng 117P na libre, 1X turnover 17s7.ca",General Spam,Spam
Your P10 load is on us! Get this deal when you buy load via GCash. Just go to your Profile & tap 'Voucher Pocket' to start!,Ham,Ham
1/2 13-Sep 09:14: P5 loaded to 09129094503 from XXXXXXXX7428 for 1 year. Ref:BID2024MJU. Get MORE with PROMO LOAD in the Smart App!,Ham,Ham
Your Discord verification code is: 812267,Ham,Ham
PCSO: Lucky number mo nanalo ng P300k! Tawagan si Secretary Reyes 09192180131.,General Spam,Spam
Even my brother is not like to speak with me. They treat me like aids patent.,Ham,Ham
New member bonus from JILI-BET! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-970295,"Bank Scam, Gambling",Spam
Pabuhat naman sa rank,Ham,Ham
"Your PSBank credit card has been used for 250,000 PHP. Report if unauthorized: bit.ly/secure-ph-940151",Bank Scam,Spam
Please send me your feedback by the end of the day.,Ham,Ham
"Your loan is waiting for you! Download now for instant approval: cashbee.ph/app/cnid ,search CASHBEE in google/IOS. (send stop to9480388467), DTI160293S23",Phishing,Spam
Wala na tayong bigas,Ham,Ham
"Mga kaibigan, napakaswerte mong makakuha ng 188piso cash para makakuha ng mas maraming pagkakataong makakuha ng iPhone 14pro click para makakuha z25a.co",Gambling,Spam
Power advisory: Walang tubig bukas mula 8AM hanggang 5PM. Please be guided accordingly.,General Spam,Spam
Maglaro na at kolektahin ang mga Promotion Bonus na naghihintay sayo at ang mega jackpot x10 - x100 B3T! halina't mag laro ngayon dito! apkgametop.com/LivePH,Gambling,Spam
"rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits",Gambling,Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-624146,Phishing,Spam
【gamebet】Nakarehistro sa ₱8888 https://gamebet.li/yeo,Gambling,Spam
You have sent PHP 95.00 to JO*N AN****Y VI***R S. 09052672306 on 10-30-2022 03:22 PM. Your new balance is PHP 354.52. Ref. No. 0006528087117.,Ham,Ham
Your order #53222 delivery failed. Update address to avoid return: bit.ly/secure-ph-902600,Phishing,Spam
Withdraw your winnings in 2 mins! Join PH-BET now and get 817 free: bit.ly/secure-ph-430842,Gambling,Spam
Hi! May natitirang PHP 320.50 sa account mo. Expiring in 2 hours. Safe at legit - claim or play now! https://bit.ly/441xtQN,General Spam,Spam
Ur the lucky winner of Galaxy S24 from Shell. Valid for 24hrs. Pls call 09186444492.,Phishing,Spam
"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino!  177bet2.loan",Gambling,Spam
"Only a few days left to redeem your FREE 500 G RAFFLE RUSH entries! Get a chance to win an Amaia home, a BYD Electric Vehicle, or a travel package. Text GDAY to 8080 or check the Redeem Rewards section in the GlobeOne app until Oct. 31, 2025. #GDayEveryday",Ham,Ham
Earn extra income! Zalora affiliate hiring. P800-P2000 per day. No fees. Link: bit.ly/ph-36467,Phishing,Spam
gud afternoon poüå§Ô∏è  Foodpanda poüêºüêºüêº  On my way üõµüõµüõµ,General Spam,Spam
Ur the lucky winner of Honda Click 125i from SM Supermalls. Valid for 24hrs. Pls call 09207512591.,Phishing,Spam
7-Eleven: Claim ur 500 PHP gift today for loyalty. Click: bit.ly/ph-48216,General Spam,Spam
gud morning poüå§Ô∏è  Foodpanda poüêºüêºüêº  On my way üõµüõµüõµ,General Spam,Spam
"Travel now, pay lighter! Book your flight & pay in 24 gives over 12 months with GGives. Book with zero down payment, & no credit card needed. Mag-GGives na!",Ham,Ham
"Free 10GB for apps with Go+99 JUST FOR YOU! For only P99, get a total of 8GB data + 4GB for 5G + 18GB for apps + unli allnet texts, valid for 7 days. Plus, get a FREE voucher. Wait for the text and choose the one that suits you best. Register via GCash or the GlobeOne App—go to Buy Load and check JUST FOR YOU. Promo valid until 10/23/2025. REF#FGGTF22",Ham,Ham
SIM Registration: Huling babala! Register your SIM at bit.ly/secure-ph-254357 to avoid deactivation.,Gambling,Spam
Here's a PHP10.00 Load Voucher just for you! Valid for 7 days for one-time use only. We also have other vouchers waiting for you! Tap here https://go.gcash.com/voucherpocket to see your vouchers. Reminder to never share your voucher information with anyone and transact only with official GCash channels.,Ham,Ham
"Dito na ang pinaka-malambot na slots! JILI, FC, PG. Register: bit.ly/ph-27109",Gambling,Spam
Globe/Smart: Redeem your unclaimed iPad Air now. Click to claim: bit.ly/secure-ph-418825,General Spam,Spam
I am waiting machan. Call me once you free.,Ham,Ham
Its not the same here. Still looking for a job. How much do Ta's earn there.,Ham,Ham
New member bonus from WIN-PH! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-334679,"Bank Scam, Gambling",Spam
<#>The OTP code for your GCash Bank Transfer is 634390. REMINDER: Your bank or GCash will never ask for this code. Do not share it with anyone. yyAfcYn/qSW,Ham,Ham
kailan po pwede? pwede pa sched po!,Ham,Ham
Mag ol ka,Ham,Ham
J&T DELIVERY!TN: 940597473523 Rider:Arthe Soriano639158503409. For COD pls prepare exact amount. Photo proof of delivery is required. Thanks and be safe!,Ham,Ham
"Did you request to SEND MONEY to PR*****S JA*E T.'s GCash number, 09691865945 with amount of PHP 170.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 806511.",Ham,Ham
"Long time no see, may good news ako sayo. mag-recharge ng P100 at makakuha ng P777 nang libre>>> vgsf7y7qw.nl",Gambling,Spam
But i have to. I like to have love and arrange.,Ham,Ham
Looking for extra income? Remote Staff needs 50 people for remote work. Register: bit.ly/secure-ph-171332,Gambling,Spam
Hiring: Lazada Part-time/Homebase. Earn 2k-5k daily using phone. Msg us: 09283334444,General Spam,Spam
Love you aathi..love u lot..,Ham,Ham
BOSS! WIN-PH na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: flash-parcel-tracking.net,Bank Scam,Spam
"It's not too late to claim your FREEBIE of 350MB for surfing, valid for 3 days. Simply load at least P50 one time by 11/06/2024. If you've already claimed your freebie, please disregard this message. REF#: FGRN17",Ham,Ham
Are you this much buzy,Ham,Ham
Your order #75531 delivery failed. Update address to avoid return: bit.ly/secure-ph-290505,Phishing,Spam
Laro na sa BINGOPLUS! Get Malambot ang slots today pag nag-register today. Link d2: bit.ly/secure-ph-849755,Gambling,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-894733,Phishing,Spam
ok. I am a gentleman and will treat you with dignity and respect.,Ham,Ham
Wala yatang byahe yung mga jeep,Ham,Ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,General Spam,Spam
"Pwede ka na mag-crypto sa GCash! Madali, mabilis, at siguradong secure. Start your crypto journey with GCrypto today!",Ham,Ham
C0NGRATS! Ur number won 1 Million from Lazada Anniversary. Call Atty. Gomez 09192264329.,Phishing,Spam
Same. Wana plan a trip sometme then,Ham,Ham
Easy money! Like and follow for Zalora and get 747 daily. Apply now: wa.me/639521689462,Phishing,Spam
Hi' i can't reach you write me here rhso10213@gmail.com,General Spam,Spam
Winner! Chosen mobile # for P500k Shell lucky draw. Claim at 09447036098.,Phishing,Spam
"Hi Mr/Ms CHRISTOPHER, RDCN: 80923 can be claimed at any RDPawnshop, RDCredit, Penbank & Villarica branches. Please present valid ID. Thank you!",Ham,Ham
"<NAME>., Real time BETTING & Real time WINNING on our LIVE GAMES at JACKPOT CITY! Sign up now and Enjoy your 100% WELCOME B0NUS, And have a chance to win iPhone 14PRO MAX. jackpotcity20bonus.com",Gambling,Spam
Shopee Xpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-829869,Phishing,Spam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",General Spam,Spam
Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: bdo-secure-login.xyz,Bank Scam,Spam
"<REAL NAME>, Get the best deals at UBET: 2000 Bonus & 5% USDT Deposit Bonus! visit ubetfun.com",General Spam,Spam
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",General Spam,Spam
"Part-time Job hiring! Telegram Task is looking for staff. Earn P10,000 weekly daily. Apply: bit.ly/secure-ph-464140",Phishing,Spam
PNB-Notice: Your account is restricted. Re-verify via link: pnb-account-verify.ph,Bank Scam,Spam
MAYA: Ur account is suspended. Pls verify identity now d2: bit.ly/secure-ph-173064,Bank Scam,Spam
Mag-recharge ng 100p at makakuha ng 50K cash  1q2w3e7.ca,General Spam,Spam
Entrego: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-500157,Phishing,Spam
The hair cream has not been shipped.,Ham,Ham
J&T Express: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-767365,Phishing,Spam
Ikaw ay napili na makatanggap ng P2780 mula sa lucky8jil.ca! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,General Spam,Spam
